entity,area,relation
黑尾叶蝉,四川,主要发生地
黑尾叶蝉,贵州,主要发生地
白翅叶蝉,浙江,主要发生地
白翅叶蝉,江西,主要发生地
白翅叶蝉,湖南,主要发生地
白翅叶蝉,湖北,主要发生地
白翅叶蝉,福建,主要发生地
白翅叶蝉,台湾,主要发生地
白翅叶蝉,广东,主要发生地
白翅叶蝉,广西,主要发生地
白翅叶蝉,四川,主要发生地
白翅叶蝉,贵州,主要发生地
白翅叶蝉,云南,主要发生地
稻赤斑沫蝉,湖北,主要发生地
稻赤斑沫蝉,江苏,主要发生地
稻赤斑沫蝉,浙江,主要发生地
稻筒水螟,福建,主要发生地
稻筒水螟,台湾,主要发生地
稻筒水螟,广东,主要发生地
稻筒水螟,广西,主要发生地
稻筒水螟,四川,主要发生地
稻筒水螟,云南,主要发生地
稻筒水螟,河南,主要发生地
稻筒水螟,宁夏,主要发生地
稻筒水螟,贵州,主要发生地
水稻负泥虫,江西,主要发生地
水稻负泥虫,湖北,主要发生地
水稻负泥虫,湖南,主要发生地
水稻负泥虫,台湾,主要发生地
水稻负泥虫,福建,主要发生地
水稻负泥虫,广东,主要发生地
水稻负泥虫,广西,主要发生地
水稻负泥虫,云南,主要发生地
水稻负泥虫,贵州,主要发生地
福寿螺,广东,主要发生地
福寿螺,广西,主要发生地
福寿螺,福建,主要发生地
福寿螺,浙江,主要发生地
福寿螺,上海,主要发生地
福寿螺,海南,主要发生地
福寿螺,台湾,主要发生地
长肩棘缘蝽,云南,主要发生地
长肩棘缘蝽,贵州,主要发生地
小麦雪霉叶枯病,陕西,主要发生地
小麦雪霉叶枯病,甘肃,主要发生地
小麦雪霉叶枯病,宁夏,主要发生地
小麦雪霉叶枯病,青海,主要发生地
小麦雪霉叶枯病,新疆,主要发生地
小麦雪霉叶枯病,四川,主要发生地
小麦雪霉叶枯病,贵州,主要发生地
小麦雪霉叶枯病,西藏,主要发生地
小麦雪霉叶枯病,河南,主要发生地
小麦土传花叶病毒病,河南,主要发生地
小麦土传花叶病毒病,江苏,主要发生地
小麦土传花叶病毒病,浙江,主要发生地
小麦土传花叶病毒病,安徽,主要发生地
小麦土传花叶病毒病,四川,主要发生地
小麦土传花叶病毒病,陕西,主要发生地
小麦蜜穗病,河北,主要发生地
小麦蜜穗病,山东,主要发生地
小麦蜜穗病,安徽,主要发生地
小麦蜜穗病,江苏,主要发生地
小麦蜜穗病,浙江,主要发生地
小麦蜜穗病,贵州,主要发生地
小麦细菌性条斑病,西藏,主要发生地
小麦细菌性条斑病,山东,主要发生地
小麦细菌性条斑病,北京,主要发生地
大麦麦角病,浙江,主要发生地
大麦麦角病,安徽,主要发生地
大麦麦角病,山东,主要发生地
大麦麦角病,广西,主要发生地
大麦麦角病,湖南,主要发生地
大麦麦角病,四川,主要发生地
大麦麦角病,甘肃,主要发生地
大麦麦角病,河北,主要发生地
大麦麦角病,吉林,主要发生地
大麦麦角病,黑龙江,主要发生地
大麦麦角病,新疆,主要发生地
